item,category,co2_per_unit,unit
EcoLife Carrot,Vegetables,1.56,piece
DailyCare Banana,Fruits,1.98,kg
BrandC Cat Food,Pet Supplies,3.39,kg
NaturePlus Nuts,Food,1.29,kg
BrandA T-shirt,Clothing,13.99,piece
GreenChoice Dish Soap,Cleaning,11.34,kg
DailyCare Shirt,Clothing,17.26,piece
HomeEssentials Pet Shampoo,Pet Supplies,5.33,piece
DailyCare Milk,Dairy,7.04,liter
HomeEssentials Coffee,Beverages,1.33,liter
EcoLife Dog Food,Pet Supplies,9.09,piece
GoodFarm Notebook,Stationery,0.23,piece
BrandA Pen,Stationery,2.49,piece
HomeEssentials Mattress,Household,46.46,piece
GoodFarm Rice,Food,3.97,piece
BrandA Chair,Household,32.38,piece
NaturePlus Orange,Fruits,1.15,kg
GoodFarm Soap,Personal Care,1.46,piece
BrandC Paper Pack,Stationery,1.53,piece
BrandC Stapler,Stationery,0.29,piece
GoodFarm Water,Beverages,1.43,bottle
GoodFarm Pillow,Household,45.38,piece
GreenChoice Beef,Meat,8.48,kg
HomeEssentials Tomato,Vegetables,0.36,kg
DailyCare Bleach,Cleaning,12.6,liter
GreenChoice Lamb,Meat,13.94,kg
BrandA TV,Electronics,14.66,piece
GoodFarm Toothpaste,Personal Care,3.93,piece
GreenChoice Bicycle,Transport,0.21,km
HomeEssentials Shirt,Clothing,19.16,piece
HomeEssentials Turkey,Meat,20.63,kg
GoodFarm Juice,Beverages,2.64,liter
HomeEssentials Floor Cleaner,Cleaning,3.85,liter
GoodFarm Cake,Bakery,1.86,kg
GoodFarm Pasta,Food,3.73,piece
DailyCare Nuts,Food,1.23,pack
NaturePlus Croissant,Bakery,4.01,piece
BrandB Milk,Dairy,1.26,kg
BrandC Pet Toy,Pet Supplies,8.82,kg
HomeEssentials Pet Shampoo,Pet Supplies,7.36,kg
DailyCare Beef,Meat,27.91,kg
BrandB Dog Food,Pet Supplies,3.91,piece
EcoLife Grapes,Fruits,1.9,piece
BrandA Dish Soap,Cleaning,5.58,kg
EcoLife Pet Shampoo,Pet Supplies,1.69,kg
NaturePlus Toothpaste,Personal Care,2.35,piece
BrandB Notebook,Stationery,0.27,piece
HomeEssentials Bread,Bakery,2.33,kg
BrandA Tea,Beverages,2.13,bottle
BrandA Stapler,Stationery,4.25,piece
NaturePlus Chair,Household,32.38,piece
BrandA Jeans,Clothing,17.69,piece
GreenChoice Litter,Pet Supplies,9.6,kg
BrandB Onion,Vegetables,1.17,piece
DailyCare Carrot,Vegetables,1.04,piece
EcoLife Chair,Household,40.79,piece
GreenChoice Sweater,Clothing,6.04,piece
GreenChoice Bleach,Cleaning,7.91,piece
DailyCare Bread,Bakery,2.06,piece
NaturePlus Paper Pack,Stationery,0.09,piece
EcoLife Tomato,Vegetables,0.19,piece
EcoLife Pasta,Food,0.81,piece
GreenChoice Turkey,Meat,25.4,kg
DailyCare Dog Food,Pet Supplies,2.92,piece
GreenChoice Lamb,Meat,23.4,kg
GreenChoice Pet Toy,Pet Supplies,6.93,piece
HomeEssentials Laptop,Electronics,81.59,piece
BrandA Floor Cleaner,Cleaning,12.65,liter
NaturePlus Shampoo,Personal Care,3.5,piece
BrandA Yogurt,Dairy,5.41,kg
BrandC Lotion,Personal Care,3.67,piece
GoodFarm Detergent,Cleaning,11.38,kg
EcoLife Cat Food,Pet Supplies,1.34,kg
HomeEssentials Jeans,Clothing,13.38,piece
GreenChoice Orange,Fruits,1.13,kg
GreenChoice Tea,Beverages,2.97,liter
GoodFarm Laptop,Electronics,42.34,piece
DailyCare Sweater,Clothing,12.41,piece
NaturePlus Mango,Fruits,0.11,piece
DailyCare Milk,Dairy,2.31,liter
EcoLife Mango,Fruits,0.62,kg
BrandB Carrot,Vegetables,1.26,piece
BrandC Soap,Personal Care,4.78,piece
DailyCare Mango,Fruits,1.79,kg
DailyCare Toothpaste,Personal Care,2.49,piece
BrandB Stapler,Stationery,3.52,piece
DailyCare Shampoo,Personal Care,4.07,piece
NaturePlus Water,Beverages,1.47,bottle
DailyCare Turkey,Meat,23.04,kg
GoodFarm Bagel,Bakery,4.23,piece
EcoLife Pen,Stationery,2.79,piece
BrandA Lotion,Personal Care,3.45,piece
BrandC Petrol,Transport,4.52,km
BrandC Beef,Meat,12.53,kg
DailyCare Coke,Beverages,2.99,liter
BrandB Bread,Bakery,0.67,piece
GreenChoice Spinach,Vegetables,0.11,kg
BrandA Paper Pack,Stationery,1.89,piece
HomeEssentials Cream,Dairy,8.48,kg
DailyCare Diesel,Transport,1.85,km
BrandB Banana,Fruits,0.59,kg
NaturePlus Jeans,Clothing,17.42,piece
BrandC Yogurt,Dairy,6.04,liter
BrandA Jacket,Clothing,8.35,piece
GreenChoice Beef,Meat,22.31,kg
BrandA Milk,Dairy,4.23,kg
NaturePlus Spinach,Vegetables,0.32,piece
NaturePlus Tablet,Electronics,47.06,piece
BrandA Pork,Meat,14.17,kg
BrandA Train Ticket,Transport,1.7,liter
BrandA Floor Cleaner,Cleaning,3.76,piece
HomeEssentials Muffin,Bakery,3.52,kg
HomeEssentials Yogurt,Dairy,0.65,liter
GreenChoice Carrot,Vegetables,1.85,kg
DailyCare Chicken,Meat,22.65,kg
DailyCare Diesel,Transport,2.42,km
GoodFarm Apple,Fruits,1.04,piece
HomeEssentials T-shirt,Clothing,2.79,piece
HomeEssentials Dish Soap,Cleaning,5.43,piece
EcoLife Orange,Fruits,1.8,piece
NaturePlus Bleach,Cleaning,5.9,kg
DailyCare Sweater,Clothing,13.17,piece
BrandB Banana,Fruits,0.32,kg
BrandC Mattress,Household,41.22,piece
EcoLife Phone,Electronics,117.04,piece
EcoLife Chair,Household,39.63,piece
HomeEssentials Lotion,Personal Care,4.35,piece
GreenChoice Notebook,Stationery,4.67,piece
GoodFarm Diesel,Transport,2.54,liter
BrandA Apple,Fruits,1.18,kg
GoodFarm T-shirt,Clothing,8.13,piece
BrandC Pet Shampoo,Pet Supplies,9.14,piece
EcoLife Detergent,Cleaning,13.42,piece
HomeEssentials Soap,Personal Care,3.81,piece
GreenChoice Soap,Personal Care,1.24,piece
NaturePlus Dish Soap,Cleaning,9.69,liter
GreenChoice Tea,Beverages,0.87,liter
GoodFarm Tea,Beverages,1.55,liter
NaturePlus Grapes,Fruits,0.46,kg
EcoLife Glass Cleaner,Cleaning,5.26,kg
BrandB TV,Electronics,35.53,piece
HomeEssentials Pasta,Food,2.18,piece
EcoLife Tomato,Vegetables,0.61,piece
GreenChoice Lamp,Household,20.07,piece
BrandA Jacket,Clothing,19.85,piece
GoodFarm Soap,Personal Care,2.35,piece
HomeEssentials Petrol,Transport,3.94,km
DailyCare Phone,Electronics,21.76,piece
BrandC Table,Household,36.97,piece
DailyCare Mattress,Household,22.51,piece
NaturePlus Butter,Dairy,2.52,kg
EcoLife TV,Electronics,36.11,piece
GoodFarm Carrot,Vegetables,1.29,piece
HomeEssentials Detergent,Cleaning,5.96,liter
NaturePlus Glass Cleaner,Cleaning,14.13,liter
BrandC Petrol,Transport,2.68,liter
HomeEssentials Pen,Stationery,3.42,piece
HomeEssentials Butter,Dairy,4.84,liter
BrandB Pillow,Household,3.05,piece
GoodFarm Glass Cleaner,Cleaning,3.33,liter
GreenChoice Water,Beverages,1.4,liter
HomeEssentials Potato,Vegetables,1.49,kg
DailyCare Mattress,Household,2.63,piece
BrandA T-shirt,Clothing,5.39,piece
EcoLife Yogurt,Dairy,1.61,liter
NaturePlus Chair,Household,8.37,piece
GreenChoice Deodorant,Personal Care,4.2,piece
GreenChoice Oats,Food,1.62,pack
DailyCare Jeans,Clothing,15.73,piece
HomeEssentials Grapes,Fruits,1.02,kg
HomeEssentials Cake,Bakery,0.71,kg
NaturePlus Water,Beverages,1.65,bottle
GreenChoice Litter,Pet Supplies,6.25,kg
BrandA Laptop,Electronics,21.88,piece
DailyCare Table,Household,3.49,piece
GreenChoice Pork,Meat,21.8,kg
DailyCare Rice,Food,4.02,piece
DailyCare Pet Shampoo,Pet Supplies,7.06,piece
GoodFarm Beans,Food,0.73,piece
BrandA Bagel,Bakery,2.07,piece
EcoLife Muffin,Bakery,2.08,kg
BrandA Orange,Fruits,0.34,kg
EcoLife Pen,Stationery,2.32,piece
GreenChoice Butter,Dairy,1.92,liter
BrandB Yogurt,Dairy,1.44,liter
DailyCare Mattress,Household,40.88,piece
NaturePlus Butter,Dairy,9.39,kg
HomeEssentials Shirt,Clothing,15.55,piece
HomeEssentials Lamp,Household,28.84,piece
HomeEssentials Stapler,Stationery,1.66,piece
DailyCare Train Ticket,Transport,3.83,liter
DailyCare Juice,Beverages,1.53,liter
BrandA Carrot,Vegetables,0.35,kg
HomeEssentials Pen,Stationery,0.3,piece
DailyCare Pet Toy,Pet Supplies,1.81,piece
GreenChoice TV,Electronics,34.34,piece
EcoLife TV,Electronics,138.98,piece
BrandB Croissant,Bakery,1.07,kg
NaturePlus Table,Household,34.94,piece
BrandA Beef,Meat,12.07,kg
BrandB Cat Food,Pet Supplies,6.06,piece
DailyCare Bus Ticket,Transport,3.86,km
DailyCare Soap,Personal Care,2.16,piece
NaturePlus Onion,Vegetables,1.72,kg
BrandA Pet Toy,Pet Supplies,8.54,kg
BrandC Soap,Personal Care,2.63,piece
GreenChoice Potato,Vegetables,0.16,kg
BrandC Lotion,Personal Care,3.66,piece
BrandC Train Ticket,Transport,2.31,liter
BrandA Lamb,Meat,9.38,kg
EcoLife Grapes,Fruits,0.4,piece
GreenChoice Pet Toy,Pet Supplies,9.26,kg
BrandC Chair,Household,10.51,piece
BrandB Mattress,Household,6.9,piece
BrandA Shampoo,Personal Care,1.92,piece
BrandA Bleach,Cleaning,4.79,piece
NaturePlus Turkey,Meat,27.32,kg
DailyCare Beef,Meat,20.95,kg
EcoLife Jacket,Clothing,11.24,piece
DailyCare Apple,Fruits,1.25,piece
GoodFarm Oats,Food,0.98,pack
BrandA Bagel,Bakery,1.79,piece
BrandB Bus Ticket,Transport,2.15,liter
GreenChoice Tea,Beverages,1.27,liter
BrandB Detergent,Cleaning,13.9,kg
GreenChoice Pasta,Food,3.3,pack
HomeEssentials Milk,Dairy,1.91,liter
DailyCare Shampoo,Personal Care,3.06,piece
BrandC Yogurt,Dairy,5.04,liter
BrandB Paper Pack,Stationery,3.52,piece
GreenChoice Dog Food,Pet Supplies,1.42,piece
BrandB Rice,Food,4.09,kg
EcoLife Chicken,Meat,29.3,kg
EcoLife Dog Food,Pet Supplies,7.55,kg
NaturePlus Jacket,Clothing,19.58,piece
GreenChoice Butter,Dairy,5.19,liter
BrandB Dish Soap,Cleaning,13.64,liter
DailyCare Tea,Beverages,0.66,bottle
DailyCare Notebook,Stationery,2.05,piece
EcoLife Nuts,Food,1.67,pack
BrandA Tea,Beverages,0.8,bottle
DailyCare Bread,Bakery,0.4,kg
GoodFarm Dog Food,Pet Supplies,6.5,kg
BrandC Stapler,Stationery,2.54,piece
NaturePlus Cake,Bakery,2.71,kg
BrandA Lentils,Food,2.72,pack
NaturePlus Rice,Food,4.65,kg
BrandB Orange,Fruits,0.18,piece
DailyCare Laptop,Electronics,140.52,piece
DailyCare Lamp,Household,14.72,piece
BrandB Table,Household,20.43,piece
GreenChoice Tomato,Vegetables,0.42,kg
GreenChoice Sweater,Clothing,12.82,piece
HomeEssentials Shampoo,Personal Care,4.84,piece
GoodFarm Jacket,Clothing,4.24,piece
BrandC Oats,Food,2.45,kg
BrandC Soap,Personal Care,2.08,piece
BrandC Turkey,Meat,23.53,kg
EcoLife Bus Ticket,Transport,1.56,km
BrandC Coke,Beverages,2.65,bottle
NaturePlus Pasta,Food,4.4,pack
HomeEssentials Orange,Fruits,1.11,piece
NaturePlus Sweater,Clothing,14.18,piece
DailyCare Carrot,Vegetables,0.75,kg
BrandB Laptop,Electronics,161.52,piece
DailyCare Mango,Fruits,0.67,piece
BrandB Shampoo,Personal Care,2.49,piece
BrandA Soap,Personal Care,1.09,piece
DailyCare Train Ticket,Transport,4.0,liter
GreenChoice Water,Beverages,0.92,liter
BrandC Deodorant,Personal Care,1.28,piece
BrandC Shirt,Clothing,16.38,piece
GreenChoice Beef,Meat,8.68,kg
DailyCare Mango,Fruits,0.26,kg
BrandB Detergent,Cleaning,5.84,kg
BrandB Coke,Beverages,1.07,liter
BrandC Pen,Stationery,0.57,piece
NaturePlus Train Ticket,Transport,1.07,liter
DailyCare Coffee,Beverages,2.71,liter
DailyCare Nuts,Food,1.3,kg
GoodFarm Turkey,Meat,26.6,kg
BrandA Cheese,Dairy,1.63,kg
EcoLife Deodorant,Personal Care,1.54,piece
GoodFarm Lamp,Household,28.78,piece
HomeEssentials Diesel,Transport,4.99,liter
HomeEssentials Bus Ticket,Transport,2.38,km
BrandB Beans,Food,1.08,kg
BrandB Rice,Food,0.68,pack
BrandA Juice,Beverages,1.44,liter
BrandB Milk,Dairy,0.64,liter
GoodFarm Muffin,Bakery,2.94,kg
NaturePlus Bicycle,Transport,0.58,liter
GreenChoice Oats,Food,4.13,pack
BrandC Grapes,Fruits,1.55,kg
BrandC Grapes,Fruits,1.88,kg
GreenChoice Notebook,Stationery,1.81,piece
HomeEssentials Bus Ticket,Transport,1.4,km
BrandC Headphones,Electronics,45.49,piece
BrandB Soap,Personal Care,4.39,piece
GreenChoice Pork,Meat,26.91,kg
BrandB Tea,Beverages,1.07,bottle
GreenChoice Stapler,Stationery,3.03,piece
HomeEssentials Croissant,Bakery,2.8,kg
GreenChoice Milk,Dairy,5.16,kg
BrandB Marker,Stationery,3.04,piece
NaturePlus Lamb,Meat,18.58,kg
BrandC T-shirt,Clothing,6.17,piece
EcoLife TV,Electronics,176.46,piece
DailyCare Coffee,Beverages,2.8,liter
BrandA Shirt,Clothing,4.27,piece
DailyCare Coke,Beverages,2.52,liter
EcoLife Grapes,Fruits,1.08,kg
NaturePlus Paper Pack,Stationery,0.77,piece
DailyCare Lamp,Household,31.61,piece
NaturePlus Onion,Vegetables,0.24,kg
DailyCare Jacket,Clothing,17.74,piece
BrandC Spinach,Vegetables,0.81,piece
BrandB Detergent,Cleaning,13.83,liter
GoodFarm Chair,Household,47.94,piece
GoodFarm Apple,Fruits,1.62,piece
BrandA Mattress,Household,43.32,piece
GreenChoice Onion,Vegetables,1.76,kg
GreenChoice Jeans,Clothing,7.62,piece
BrandC Potato,Vegetables,0.32,piece
BrandC Grapes,Fruits,0.71,kg
BrandA Milk,Dairy,6.04,liter
BrandB Train Ticket,Transport,2.18,liter
NaturePlus Marker,Stationery,3.15,piece
BrandB Pen,Stationery,1.85,piece
HomeEssentials Milk,Dairy,8.36,liter
BrandB Nuts,Food,1.24,kg
DailyCare Coffee,Beverages,2.02,bottle
HomeEssentials Cake,Bakery,4.73,piece
EcoLife Tea,Beverages,0.61,liter
DailyCare Onion,Vegetables,1.14,kg
NaturePlus Apple,Fruits,0.69,piece
BrandB Lamp,Household,22.7,piece
BrandB Tomato,Vegetables,1.5,piece
BrandC Petrol,Transport,3.01,km
BrandA Oats,Food,3.03,kg
DailyCare Sweater,Clothing,10.0,piece
GreenChoice Onion,Vegetables,1.35,kg
GoodFarm Carrot,Vegetables,0.1,piece
BrandB Lotion,Personal Care,4.44,piece
GreenChoice Dog Food,Pet Supplies,9.38,piece
NaturePlus Nuts,Food,0.2,pack
NaturePlus Rice,Food,2.81,pack
BrandC Tea,Beverages,1.6,liter
EcoLife Oats,Food,0.85,kg
NaturePlus Carrot,Vegetables,0.91,kg
HomeEssentials Pork,Meat,11.6,kg
GreenChoice Sweater,Clothing,16.41,piece
NaturePlus Cheese,Dairy,2.45,liter
BrandC Stapler,Stationery,3.37,piece
GoodFarm Jacket,Clothing,13.29,piece
BrandA Cake,Bakery,1.49,kg
BrandB Pet Toy,Pet Supplies,2.25,kg
BrandB Chicken,Meat,7.02,kg
BrandC Petrol,Transport,3.99,km
GreenChoice Muffin,Bakery,1.93,kg
EcoLife Shampoo,Personal Care,3.51,piece
EcoLife Cheese,Dairy,5.45,kg
BrandB Marker,Stationery,2.04,piece
EcoLife Bicycle,Transport,2.6,km
EcoLife Pasta,Food,3.87,pack
BrandA Carrot,Vegetables,1.89,piece
DailyCare Nuts,Food,3.08,kg
BrandC Juice,Beverages,1.45,liter
HomeEssentials Potato,Vegetables,0.67,piece
GreenChoice Bleach,Cleaning,10.64,liter
DailyCare Bagel,Bakery,0.9,piece
NaturePlus Shirt,Clothing,5.95,piece
GreenChoice T-shirt,Clothing,12.17,piece
BrandB Bus Ticket,Transport,1.25,km
EcoLife Notebook,Stationery,3.06,piece
NaturePlus Sweater,Clothing,7.02,piece
GoodFarm Paper Pack,Stationery,2.6,piece
GoodFarm Pet Toy,Pet Supplies,3.31,piece
GoodFarm Banana,Fruits,1.88,kg
BrandC Pen,Stationery,1.07,piece
HomeEssentials Coffee,Beverages,0.28,bottle
NaturePlus Bus Ticket,Transport,2.5,km
EcoLife Jacket,Clothing,3.04,piece
BrandA Potato,Vegetables,1.83,kg
EcoLife Diesel,Transport,0.75,liter
BrandB Nuts,Food,1.39,pack
GoodFarm Petrol,Transport,2.87,km
DailyCare Chicken,Meat,22.5,kg
BrandA Coffee,Beverages,0.21,liter
EcoLife Potato,Vegetables,1.45,piece
DailyCare Cheese,Dairy,5.07,liter
BrandA Water,Beverages,1.8,liter
NaturePlus Jacket,Clothing,5.81,piece
EcoLife Bicycle,Transport,2.8,km
HomeEssentials Orange,Fruits,1.31,piece
NaturePlus Tomato,Vegetables,1.21,piece
BrandA Milk,Dairy,6.21,liter
NaturePlus Jacket,Clothing,11.16,piece
DailyCare Paper Pack,Stationery,1.04,piece
BrandB Cat Food,Pet Supplies,6.96,kg
EcoLife Tea,Beverages,1.53,liter
BrandB Laptop,Electronics,183.85,piece
GoodFarm Oats,Food,3.55,piece
BrandB TV,Electronics,64.43,piece
BrandB Tea,Beverages,0.92,bottle
BrandA Bus Ticket,Transport,2.02,liter
DailyCare Lamb,Meat,12.43,kg
EcoLife TV,Electronics,21.96,piece
DailyCare Dish Soap,Cleaning,9.47,kg
EcoLife Water,Beverages,2.4,bottle
EcoLife Diesel,Transport,2.87,km
EcoLife Detergent,Cleaning,4.77,piece
BrandB Lamp,Household,48.62,piece
NaturePlus Stapler,Stationery,0.43,piece
DailyCare Mattress,Household,13.7,piece
BrandA T-shirt,Clothing,12.47,piece
EcoLife Chicken,Meat,25.57,kg
BrandA Milk,Dairy,0.86,liter
GreenChoice Stapler,Stationery,0.81,piece
BrandC Headphones,Electronics,75.33,piece
DailyCare Coke,Beverages,1.8,bottle
BrandA Mango,Fruits,1.58,kg
DailyCare Chicken,Meat,6.34,kg
GreenChoice Pork,Meat,16.22,kg
EcoLife Lentils,Food,1.98,kg
BrandC Muffin,Bakery,0.54,piece
DailyCare Pet Toy,Pet Supplies,1.87,kg
BrandC Coke,Beverages,2.09,liter
BrandB Glass Cleaner,Cleaning,1.24,liter
BrandB Sweater,Clothing,4.27,piece
BrandC Pet Shampoo,Pet Supplies,6.53,kg
NaturePlus Stapler,Stationery,3.34,piece
GoodFarm Soap,Personal Care,2.52,piece
GreenChoice Litter,Pet Supplies,9.25,piece
HomeEssentials Tablet,Electronics,181.16,piece
BrandB TV,Electronics,46.08,piece
BrandC Lotion,Personal Care,4.01,piece
NaturePlus Pork,Meat,25.0,kg
BrandB Shampoo,Personal Care,3.38,piece
DailyCare Beans,Food,1.69,kg
BrandA Marker,Stationery,3.7,piece
DailyCare Cheese,Dairy,2.18,liter
DailyCare Pen,Stationery,0.06,piece
NaturePlus Pillow,Household,32.98,piece
GoodFarm Potato,Vegetables,0.86,piece
NaturePlus Orange,Fruits,1.91,kg
BrandA Nuts,Food,3.84,kg
NaturePlus Cat Food,Pet Supplies,6.75,kg
HomeEssentials Diesel,Transport,3.21,km
GreenChoice Chicken,Meat,15.18,kg
BrandB Orange,Fruits,1.95,kg
GoodFarm Spinach,Vegetables,0.38,piece
BrandB Shirt,Clothing,10.03,piece
BrandC Bus Ticket,Transport,2.84,km
BrandC Chicken,Meat,24.81,kg
NaturePlus Diesel,Transport,0.27,km
EcoLife Beef,Meat,8.27,kg
BrandC Deodorant,Personal Care,4.67,piece
NaturePlus Yogurt,Dairy,9.83,kg
GoodFarm Pet Shampoo,Pet Supplies,4.33,piece
DailyCare Phone,Electronics,33.46,piece
EcoLife Cat Food,Pet Supplies,6.06,piece
GreenChoice Sweater,Clothing,16.08,piece
BrandA Pen,Stationery,0.58,piece
GoodFarm Butter,Dairy,1.71,kg
BrandA Onion,Vegetables,0.57,kg
GoodFarm Pasta,Food,0.49,pack
NaturePlus Banana,Fruits,0.59,kg
GoodFarm Jacket,Clothing,7.68,piece
EcoLife Beef,Meat,24.32,kg
EcoLife Deodorant,Personal Care,4.61,piece
GreenChoice Bleach,Cleaning,6.39,piece
BrandC Spinach,Vegetables,0.57,kg
GoodFarm Glass Cleaner,Cleaning,7.96,kg
NaturePlus Cake,Bakery,4.86,kg
NaturePlus Chair,Household,46.47,piece
DailyCare Litter,Pet Supplies,4.67,kg
BrandB Rice,Food,4.48,kg
GreenChoice Shampoo,Personal Care,3.15,piece
DailyCare T-shirt,Clothing,3.27,piece
GreenChoice Train Ticket,Transport,2.11,km
BrandC Pillow,Household,39.12,piece
NaturePlus Pasta,Food,1.4,kg
BrandA Spinach,Vegetables,1.48,piece
NaturePlus Jacket,Clothing,17.21,piece
DailyCare T-shirt,Clothing,19.44,piece
GoodFarm Tablet,Electronics,12.07,piece
GoodFarm Laptop,Electronics,26.57,piece
DailyCare Table,Household,47.48,piece
HomeEssentials Laptop,Electronics,174.92,piece
NaturePlus Banana,Fruits,0.81,kg
HomeEssentials Grapes,Fruits,1.92,piece
GoodFarm Bus Ticket,Transport,2.53,km
DailyCare Mattress,Household,16.71,piece
HomeEssentials Tomato,Vegetables,0.87,kg
BrandA Pet Toy,Pet Supplies,7.51,piece
EcoLife Bread,Bakery,3.37,piece
DailyCare Paper Pack,Stationery,0.49,piece
GreenChoice Turkey,Meat,9.02,kg
HomeEssentials Water,Beverages,1.27,bottle
BrandB Bread,Bakery,1.93,kg
BrandB Notebook,Stationery,3.1,piece
HomeEssentials Beef,Meat,21.8,kg
GreenChoice Litter,Pet Supplies,9.3,kg
BrandC Dog Food,Pet Supplies,2.38,piece
HomeEssentials Pillow,Household,17.95,piece
BrandC Dish Soap,Cleaning,12.33,kg
GreenChoice Litter,Pet Supplies,9.89,piece
EcoLife Beef,Meat,17.05,kg
NaturePlus Shirt,Clothing,2.01,piece
NaturePlus Dog Food,Pet Supplies,6.58,kg
BrandC Jacket,Clothing,3.32,piece
HomeEssentials Bread,Bakery,4.98,piece
NaturePlus Lamp,Household,40.52,piece
GreenChoice Train Ticket,Transport,2.14,km
BrandA Juice,Beverages,2.99,bottle
EcoLife Pillow,Household,1.25,piece
NaturePlus Jeans,Clothing,5.83,piece
HomeEssentials Grapes,Fruits,0.98,piece
EcoLife Chicken,Meat,17.27,kg
HomeEssentials Detergent,Cleaning,13.17,piece
NaturePlus Pork,Meat,8.18,kg
NaturePlus Glass Cleaner,Cleaning,3.25,piece
GreenChoice Juice,Beverages,0.43,bottle
NaturePlus Onion,Vegetables,1.28,kg
HomeEssentials Lamb,Meat,14.05,kg
BrandA Train Ticket,Transport,3.88,liter
GoodFarm Toothpaste,Personal Care,1.93,piece
BrandC Cake,Bakery,2.38,kg
GreenChoice Spinach,Vegetables,1.96,piece
EcoLife Bicycle,Transport,0.28,km
BrandC Mango,Fruits,1.52,kg
BrandA Notebook,Stationery,1.61,piece
HomeEssentials Spinach,Vegetables,1.2,piece
BrandA Pen,Stationery,1.65,piece
BrandB Bicycle,Transport,3.78,km
GoodFarm Paper Pack,Stationery,0.9,piece
BrandB Orange,Fruits,1.89,kg
NaturePlus Glass Cleaner,Cleaning,7.78,kg
HomeEssentials Notebook,Stationery,1.91,piece
BrandC Bread,Bakery,3.49,kg
DailyCare Spinach,Vegetables,1.66,kg
GreenChoice Tablet,Electronics,140.43,piece
BrandC Yogurt,Dairy,7.01,liter
BrandA Orange,Fruits,0.15,piece
GoodFarm Potato,Vegetables,0.99,piece
GoodFarm Banana,Fruits,0.49,kg
GreenChoice Water,Beverages,2.27,liter
DailyCare Oats,Food,0.78,pack
BrandC Table,Household,7.91,piece
GoodFarm Litter,Pet Supplies,3.42,piece
NaturePlus Bus Ticket,Transport,1.8,liter
BrandC Water,Beverages,2.47,liter
BrandC Spinach,Vegetables,1.48,piece
EcoLife Coffee,Beverages,0.36,liter
DailyCare Orange,Fruits,0.13,piece
EcoLife Chicken,Meat,21.67,kg
BrandC Detergent,Cleaning,10.48,liter
NaturePlus Pasta,Food,1.85,piece
BrandA Grapes,Fruits,1.85,piece
BrandB Cake,Bakery,3.35,kg
GreenChoice Lamp,Household,45.99,piece
GreenChoice Paper Pack,Stationery,1.79,piece
GreenChoice Milk,Dairy,9.86,liter
DailyCare Detergent,Cleaning,12.87,piece
BrandC Pasta,Food,4.97,pack
BrandB Potato,Vegetables,1.89,piece
BrandA Beef,Meat,16.32,kg
BrandB Lentils,Food,1.76,pack
GoodFarm Spinach,Vegetables,1.78,piece
BrandB Floor Cleaner,Cleaning,8.79,piece
DailyCare Pet Shampoo,Pet Supplies,1.63,kg
BrandA Detergent,Cleaning,4.78,kg
NaturePlus Stapler,Stationery,2.42,piece
BrandB Shirt,Clothing,2.67,piece
GoodFarm Pillow,Household,15.52,piece
GoodFarm Pork,Meat,26.63,kg
BrandA TV,Electronics,124.69,piece
GreenChoice Shirt,Clothing,11.22,piece
NaturePlus Lamb,Meat,15.38,kg
BrandB Turkey,Meat,15.83,kg
EcoLife Juice,Beverages,2.29,liter
HomeEssentials Shampoo,Personal Care,3.65,piece
HomeEssentials Laptop,Electronics,91.55,piece
GoodFarm Chicken,Meat,9.53,kg
BrandC Turkey,Meat,23.27,kg
GreenChoice Litter,Pet Supplies,9.2,piece
BrandC Butter,Dairy,3.07,liter
DailyCare Mattress,Household,2.53,piece
BrandB Pork,Meat,20.04,kg
BrandA Tablet,Electronics,187.48,piece
GoodFarm Apple,Fruits,0.76,piece
BrandB TV,Electronics,35.6,piece
BrandB Detergent,Cleaning,4.37,piece
BrandB Bicycle,Transport,4.17,liter
HomeEssentials Pillow,Household,28.62,piece
HomeEssentials Coke,Beverages,2.0,liter
BrandA Detergent,Cleaning,11.51,liter
HomeEssentials Floor Cleaner,Cleaning,13.84,piece
BrandB Cream,Dairy,7.3,liter
NaturePlus Grapes,Fruits,1.9,piece
GoodFarm Paper Pack,Stationery,0.11,piece
GoodFarm Deodorant,Personal Care,0.64,piece
DailyCare Headphones,Electronics,194.38,piece
DailyCare Chair,Household,17.22,piece
GoodFarm Beef,Meat,18.62,kg
NaturePlus Potato,Vegetables,1.3,kg
EcoLife Pork,Meat,19.32,kg
GreenChoice Stapler,Stationery,4.64,piece
BrandB Coffee,Beverages,2.64,bottle
NaturePlus Glass Cleaner,Cleaning,9.23,piece
HomeEssentials Paper Pack,Stationery,2.82,piece
BrandB Stapler,Stationery,3.21,piece
BrandC Detergent,Cleaning,3.59,piece
BrandC Glass Cleaner,Cleaning,9.49,piece
