item,category,co2_per_unit,unit
BrandC Chicken,Meat,17.32,kg
BrandB Orange,Fruits,1.38,kg
EcoLife Butter,Dairy,4.63,liter
GoodFarm Bread,Bakery,3.11,kg
BrandC Shirt,Clothing,5.41,piece
GoodFarm Soap,Personal Care,4.57,piece
GoodFarm Jacket,Clothing,12.86,piece
GoodFarm Coffee,Beverages,2.77,bottle
NaturePlus Coke,Beverages,0.48,liter
BrandC Lentils,Food,3.02,pack
NaturePlus Coke,Beverages,2.16,liter
BrandC Coke,Beverages,1.34,bottle
BrandC Shirt,Clothing,9.8,piece
GoodFarm Pork,Meat,6.75,kg
EcoLife Chicken,Meat,20.41,kg
BrandC Water,Beverages,2.76,bottle
BrandB Cream,Dairy,8.32,liter
BrandB Lentils,Food,2.58,piece
BrandB Pasta,Food,4.29,kg
BrandA Coke,Beverages,2.76,liter
BrandA Apple,Fruits,1.11,piece
NaturePlus Cake,Bakery,1.07,piece
BrandA Beans,Food,4.91,kg
BrandC Milk,Dairy,6.97,liter
EcoLife Shirt,Clothing,17.4,piece
NaturePlus Tomato,Vegetables,1.67,piece
BrandB Muffin,Bakery,0.73,kg
EcoLife Coke,Beverages,0.58,bottle
BrandB Butter,Dairy,6.35,liter
NaturePlus Orange,Fruits,1.78,kg
BrandB TV,Electronics,17.46,piece
EcoLife Muffin,Bakery,0.41,piece
EcoLife Banana,Fruits,0.97,kg
GoodFarm Lotion,Personal Care,4.97,piece
NaturePlus Milk,Dairy,7.25,liter
GoodFarm Croissant,Bakery,2.89,kg
BrandB Butter,Dairy,9.83,kg
GoodFarm Beans,Food,1.33,piece
BrandB Shampoo,Personal Care,1.65,piece
GoodFarm Chicken,Meat,5.19,kg
BrandB Butter,Dairy,6.16,kg
BrandB Toothpaste,Personal Care,2.72,piece
BrandA Carrot,Vegetables,1.32,piece
EcoLife Lotion,Personal Care,4.49,piece
BrandA Cake,Bakery,2.54,kg
NaturePlus Rice,Food,1.66,pack
NaturePlus Soap,Personal Care,3.61,piece
EcoLife Butter,Dairy,7.29,liter
GoodFarm Cake,Bakery,4.72,piece
EcoLife Shampoo,Personal Care,4.34,piece
EcoLife Pasta,Food,1.56,pack
EcoLife Milk,Dairy,6.77,kg
EcoLife Deodorant,Personal Care,1.59,piece
EcoLife Milk,Dairy,3.77,liter
EcoLife Croissant,Bakery,2.6,piece
BrandC Sweater,Clothing,5.42,piece
GoodFarm Cream,Dairy,7.43,liter
NaturePlus Soap,Personal Care,0.81,piece
BrandC Apple,Fruits,0.88,piece
GoodFarm Potato,Vegetables,1.1,piece
BrandA Mango,Fruits,0.72,kg
GoodFarm Shirt,Clothing,8.43,piece
BrandA Lotion,Personal Care,2.48,piece
EcoLife Jacket,Clothing,18.86,piece
BrandB Cake,Bakery,4.96,piece
NaturePlus Bread,Bakery,2.48,kg
BrandA Milk,Dairy,1.34,kg
GoodFarm Beef,Meat,12.27,kg
NaturePlus Beans,Food,2.84,kg
EcoLife Toothpaste,Personal Care,1.09,piece
NaturePlus Coffee,Beverages,0.59,bottle
NaturePlus Mango,Fruits,1.5,kg
BrandB Lotion,Personal Care,3.97,piece
BrandB Lamb,Meat,6.36,kg
BrandA Grapes,Fruits,1.48,piece
GoodFarm Milk,Dairy,8.0,kg
NaturePlus Carrot,Vegetables,1.06,kg
BrandC Apple,Fruits,1.52,kg
BrandC Pasta,Food,3.0,pack
EcoLife Beef,Meat,13.25,kg
BrandC Orange,Fruits,1.8,kg
EcoLife Chicken,Meat,14.69,kg
BrandB Onion,Vegetables,1.77,piece
NaturePlus Butter,Dairy,8.99,liter
BrandB Shirt,Clothing,13.55,piece
BrandB Pasta,Food,2.29,pack
BrandA Deodorant,Personal Care,2.61,piece
NaturePlus Onion,Vegetables,1.83,piece
GoodFarm Orange,Fruits,1.81,piece
BrandB Onion,Vegetables,1.61,piece
NaturePlus Chicken,Meat,27.4,kg
NaturePlus Toothpaste,Personal Care,3.76,piece
EcoLife Shirt,Clothing,16.84,piece
EcoLife Water,Beverages,0.61,liter
BrandC Lentils,Food,3.73,kg
BrandB Sweater,Clothing,15.7,piece
EcoLife Muffin,Bakery,2.11,piece
GoodFarm Coffee,Beverages,0.75,liter
BrandB Muffin,Bakery,3.51,kg
GoodFarm Phone,Electronics,93.77,piece
GoodFarm Jeans,Clothing,10.65,piece
BrandA Grapes,Fruits,1.17,piece
EcoLife Lentils,Food,1.94,pack
BrandB Phone,Electronics,74.97,piece
BrandA Coke,Beverages,0.98,bottle
GoodFarm Mango,Fruits,1.64,piece
BrandB Turkey,Meat,5.53,kg
BrandC Muffin,Bakery,2.47,piece
NaturePlus Tablet,Electronics,141.02,piece
BrandC Water,Beverages,0.46,liter
EcoLife Banana,Fruits,0.76,piece
BrandC Yogurt,Dairy,2.1,kg
BrandC Lotion,Personal Care,3.41,piece
BrandB Croissant,Bakery,4.55,piece
NaturePlus Croissant,Bakery,1.2,piece
GoodFarm Laptop,Electronics,107.31,piece
EcoLife Sweater,Clothing,18.83,piece
GoodFarm Laptop,Electronics,54.09,piece
EcoLife Coffee,Beverages,2.08,bottle
BrandA T-shirt,Clothing,7.51,piece
NaturePlus Rice,Food,3.59,pack
EcoLife Onion,Vegetables,1.16,kg
EcoLife Grapes,Fruits,0.98,kg
NaturePlus Bread,Bakery,4.91,piece
EcoLife Milk,Dairy,5.88,kg
NaturePlus Cream,Dairy,6.44,kg
BrandB Phone,Electronics,138.25,piece
BrandA Lotion,Personal Care,2.38,piece
EcoLife Muffin,Bakery,3.03,piece
EcoLife Headphones,Electronics,159.46,piece
EcoLife Jeans,Clothing,7.31,piece
BrandA Jacket,Clothing,3.9,piece
NaturePlus Bagel,Bakery,2.0,kg
EcoLife Soap,Personal Care,1.17,piece
BrandB Tablet,Electronics,40.67,piece
BrandC Turkey,Meat,24.13,kg
BrandC Pasta,Food,0.45,kg
NaturePlus Chicken,Meat,11.73,kg
EcoLife Sweater,Clothing,11.05,piece
EcoLife Jeans,Clothing,6.74,piece
BrandA Bagel,Bakery,1.09,kg
BrandA Beans,Food,3.24,kg
BrandB Mango,Fruits,0.62,kg
BrandB Banana,Fruits,1.64,kg
BrandA TV,Electronics,159.74,piece
GoodFarm Lamb,Meat,24.66,kg
BrandC Beans,Food,2.75,piece
BrandA Apple,Fruits,0.69,piece
NaturePlus Pasta,Food,2.56,piece
EcoLife Phone,Electronics,54.63,piece
EcoLife Rice,Food,2.0,piece
BrandC Shampoo,Personal Care,3.93,piece
BrandA Soap,Personal Care,2.88,piece
BrandA Milk,Dairy,6.49,liter
EcoLife Tablet,Electronics,170.45,piece
GoodFarm Butter,Dairy,8.66,kg
BrandC Tomato,Vegetables,0.48,piece
BrandB Juice,Beverages,1.04,liter
BrandA Tablet,Electronics,66.9,piece
NaturePlus T-shirt,Clothing,16.63,piece
EcoLife Milk,Dairy,9.65,kg
NaturePlus Headphones,Electronics,44.91,piece
NaturePlus Juice,Beverages,1.25,liter
NaturePlus Grapes,Fruits,0.46,kg
GoodFarm Milk,Dairy,9.36,kg
BrandA Rice,Food,1.48,pack
EcoLife Bagel,Bakery,1.85,kg
BrandC TV,Electronics,24.84,piece
BrandA Deodorant,Personal Care,4.86,piece
BrandC Croissant,Bakery,2.02,piece
BrandB Lotion,Personal Care,1.16,piece
BrandB Cake,Bakery,1.91,piece
BrandC Beans,Food,2.66,kg
GoodFarm T-shirt,Clothing,10.84,piece
BrandB Turkey,Meat,6.41,kg
EcoLife T-shirt,Clothing,17.8,piece
BrandB Muffin,Bakery,4.57,kg
EcoLife Beef,Meat,14.25,kg
BrandB Croissant,Bakery,0.54,piece
BrandB Lamb,Meat,22.26,kg
BrandA Orange,Fruits,1.9,piece
GoodFarm Coke,Beverages,1.08,bottle
BrandC Spinach,Vegetables,1.67,piece
NaturePlus Toothpaste,Personal Care,0.6,piece
GoodFarm Deodorant,Personal Care,4.02,piece
BrandB Jeans,Clothing,18.94,piece
NaturePlus Milk,Dairy,0.57,liter
BrandB Potato,Vegetables,0.64,piece
GoodFarm Beef,Meat,7.67,kg
BrandC Milk,Dairy,8.18,liter
BrandB Cheese,Dairy,3.89,kg
EcoLife Bread,Bakery,1.61,kg
BrandC Bread,Bakery,4.73,piece
BrandA Coffee,Beverages,0.26,liter
BrandC Lamb,Meat,19.94,kg
GoodFarm Bread,Bakery,3.29,kg
BrandB Apple,Fruits,0.39,piece
EcoLife Rice,Food,3.03,pack
NaturePlus Cream,Dairy,9.49,liter
BrandC Shampoo,Personal Care,0.4,piece
EcoLife Tea,Beverages,1.13,bottle
EcoLife Onion,Vegetables,0.69,piece
BrandA Shirt,Clothing,7.68,piece
NaturePlus Jeans,Clothing,7.73,piece
GoodFarm Cream,Dairy,8.45,kg
EcoLife Oats,Food,3.81,kg
BrandC Mango,Fruits,0.84,kg
GoodFarm Coffee,Beverages,0.85,liter
BrandA Beef,Meat,19.78,kg
BrandA Oats,Food,1.78,pack
BrandA Lentils,Food,0.52,piece
BrandA Lentils,Food,0.72,piece
BrandB Laptop,Electronics,158.66,piece
NaturePlus Cream,Dairy,3.31,kg
NaturePlus Mango,Fruits,1.35,kg
BrandB Sweater,Clothing,19.87,piece
GoodFarm Sweater,Clothing,16.73,piece
BrandC Jeans,Clothing,11.41,piece
GoodFarm Jeans,Clothing,11.32,piece
EcoLife Banana,Fruits,0.29,piece
BrandA Apple,Fruits,0.97,kg
GoodFarm Bagel,Bakery,2.57,kg
GoodFarm Apple,Fruits,1.3,kg
NaturePlus Apple,Fruits,0.3,piece
GoodFarm Bread,Bakery,3.39,kg
BrandC Tea,Beverages,1.85,liter
NaturePlus Muffin,Bakery,4.9,piece
BrandB Orange,Fruits,1.76,piece
GoodFarm Juice,Beverages,0.68,bottle
EcoLife Croissant,Bakery,2.24,piece
BrandC Jeans,Clothing,13.14,piece
BrandC Pork,Meat,21.09,kg
BrandB Pork,Meat,17.47,kg
BrandA Spinach,Vegetables,0.84,piece
BrandC Tablet,Electronics,180.98,piece
NaturePlus Shampoo,Personal Care,1.01,piece
BrandC Grapes,Fruits,1.29,piece
GoodFarm Potato,Vegetables,1.46,kg
NaturePlus Bagel,Bakery,1.82,piece
BrandC Juice,Beverages,2.27,liter
BrandB Pork,Meat,26.72,kg
BrandA Soap,Personal Care,2.44,piece
BrandB Headphones,Electronics,26.09,piece
BrandA Beans,Food,3.07,piece
BrandA Tea,Beverages,0.27,bottle
BrandB Bagel,Bakery,1.96,piece
GoodFarm Shampoo,Personal Care,4.63,piece
NaturePlus Jacket,Clothing,15.22,piece
NaturePlus Juice,Beverages,2.86,liter
BrandB Croissant,Bakery,2.6,piece
GoodFarm TV,Electronics,151.91,piece
BrandC Coke,Beverages,1.09,bottle
EcoLife Milk,Dairy,1.93,kg
GoodFarm Cream,Dairy,1.26,liter
BrandA Tomato,Vegetables,0.67,kg
BrandC Turkey,Meat,18.78,kg
BrandB Yogurt,Dairy,1.56,liter
BrandB Milk,Dairy,7.29,liter
NaturePlus Lotion,Personal Care,1.55,piece
BrandA Tablet,Electronics,144.55,piece
NaturePlus Tablet,Electronics,76.34,piece
BrandB Deodorant,Personal Care,4.45,piece
BrandA Soap,Personal Care,0.4,piece
EcoLife Pork,Meat,10.97,kg
GoodFarm Jacket,Clothing,14.01,piece
BrandC Phone,Electronics,187.01,piece
NaturePlus Sweater,Clothing,15.37,piece
NaturePlus Tomato,Vegetables,0.2,kg
BrandB Grapes,Fruits,0.42,kg
BrandC Croissant,Bakery,2.41,kg
NaturePlus Headphones,Electronics,168.9,piece
BrandC Tomato,Vegetables,0.44,kg
BrandA Shampoo,Personal Care,0.86,piece
BrandC Coke,Beverages,2.4,liter
EcoLife Lotion,Personal Care,1.76,piece
BrandC Potato,Vegetables,1.19,piece
BrandC TV,Electronics,112.57,piece
BrandB Rice,Food,0.17,kg
EcoLife Orange,Fruits,0.75,piece
BrandA Grapes,Fruits,1.02,piece
BrandA Juice,Beverages,0.86,liter
BrandA Orange,Fruits,0.62,kg
GoodFarm Shampoo,Personal Care,1.24,piece
BrandA Laptop,Electronics,124.11,piece
GoodFarm Jeans,Clothing,6.08,piece
BrandA Toothpaste,Personal Care,2.61,piece
NaturePlus Banana,Fruits,1.07,piece
GoodFarm Juice,Beverages,2.85,bottle
EcoLife Lotion,Personal Care,2.51,piece
GoodFarm Pasta,Food,2.69,kg
EcoLife Butter,Dairy,4.32,kg
NaturePlus Bagel,Bakery,4.54,piece
GoodFarm Deodorant,Personal Care,2.6,piece
BrandB Soap,Personal Care,1.44,piece
BrandB Croissant,Bakery,1.5,kg
GoodFarm Tea,Beverages,1.15,bottle
BrandB Pork,Meat,9.55,kg
BrandC T-shirt,Clothing,5.73,piece
BrandA Cake,Bakery,4.58,kg
BrandC Chicken,Meat,12.86,kg
BrandC Cake,Bakery,3.21,piece
BrandC Butter,Dairy,5.43,liter
GoodFarm Phone,Electronics,115.0,piece
BrandA Muffin,Bakery,0.78,kg
BrandC Toothpaste,Personal Care,3.35,piece
BrandC Apple,Fruits,0.54,kg
NaturePlus Turkey,Meat,19.98,kg
BrandC Coke,Beverages,2.48,bottle
NaturePlus Cheese,Dairy,4.2,kg
BrandA Chicken,Meat,29.06,kg
EcoLife Apple,Fruits,1.26,kg
EcoLife Bread,Bakery,2.25,kg
BrandB Tablet,Electronics,142.44,piece
BrandA Phone,Electronics,135.92,piece
BrandB TV,Electronics,32.16,piece
NaturePlus Sweater,Clothing,11.19,piece
NaturePlus Milk,Dairy,7.43,kg
BrandA Water,Beverages,3.0,bottle
GoodFarm Grapes,Fruits,0.88,kg
BrandC Beans,Food,1.92,piece
GoodFarm Beans,Food,0.15,kg
BrandB Tablet,Electronics,39.19,piece
GoodFarm TV,Electronics,27.48,piece
GoodFarm Apple,Fruits,1.31,kg
BrandA Chicken,Meat,8.24,kg
BrandC Deodorant,Personal Care,2.84,piece
BrandA Beef,Meat,11.35,kg
BrandB Phone,Electronics,168.99,piece
GoodFarm Phone,Electronics,79.09,piece
BrandC Jeans,Clothing,14.84,piece
GoodFarm Toothpaste,Personal Care,3.45,piece
BrandC Carrot,Vegetables,0.39,kg
NaturePlus Water,Beverages,1.55,liter
BrandC Shirt,Clothing,4.4,piece
BrandC Potato,Vegetables,1.74,piece
BrandA T-shirt,Clothing,17.84,piece
GoodFarm Sweater,Clothing,10.34,piece
GoodFarm Orange,Fruits,1.69,kg
EcoLife T-shirt,Clothing,12.16,piece
BrandA Banana,Fruits,0.31,kg
EcoLife Lentils,Food,2.17,kg
NaturePlus Soap,Personal Care,2.3,piece
EcoLife Tomato,Vegetables,1.07,kg
GoodFarm Mango,Fruits,0.66,piece
BrandA Toothpaste,Personal Care,3.87,piece
BrandA Muffin,Bakery,1.42,kg
BrandB Lentils,Food,3.23,piece
NaturePlus Deodorant,Personal Care,1.6,piece
BrandC Laptop,Electronics,193.43,piece
BrandC Cake,Bakery,3.32,piece
NaturePlus Tablet,Electronics,175.56,piece
NaturePlus Toothpaste,Personal Care,1.1,piece
NaturePlus Lentils,Food,1.7,piece
BrandA Potato,Vegetables,1.87,piece
BrandB Onion,Vegetables,1.28,piece
BrandA Tablet,Electronics,84.38,piece
BrandA Phone,Electronics,143.08,piece
BrandC Jeans,Clothing,7.41,piece
BrandA Laptop,Electronics,116.43,piece
BrandA Water,Beverages,0.85,liter
BrandA Jacket,Clothing,16.41,piece
BrandB Milk,Dairy,9.97,liter
BrandA Toothpaste,Personal Care,1.58,piece
EcoLife Coffee,Beverages,2.0,liter
BrandB Cheese,Dairy,5.86,liter
GoodFarm Apple,Fruits,1.53,piece
GoodFarm Croissant,Bakery,1.57,kg
EcoLife Pork,Meat,23.26,kg
GoodFarm Phone,Electronics,118.19,piece
BrandB Carrot,Vegetables,0.56,piece
EcoLife Milk,Dairy,6.43,liter
EcoLife Headphones,Electronics,10.94,piece
BrandC Shirt,Clothing,19.25,piece
BrandA Cake,Bakery,0.46,kg
NaturePlus Headphones,Electronics,161.75,piece
BrandC Banana,Fruits,0.57,piece
BrandB Mango,Fruits,1.65,kg
NaturePlus Carrot,Vegetables,0.76,piece
EcoLife Sweater,Clothing,11.26,piece
GoodFarm Shirt,Clothing,18.89,piece
BrandA Coffee,Beverages,1.23,liter
BrandB Chicken,Meat,16.6,kg
GoodFarm Beef,Meat,16.46,kg
BrandB Phone,Electronics,75.26,piece
NaturePlus Pork,Meat,7.4,kg
BrandC Lentils,Food,3.58,kg
BrandC Banana,Fruits,1.21,piece
BrandC Bagel,Bakery,2.38,piece
BrandA Headphones,Electronics,158.64,piece
NaturePlus Jeans,Clothing,16.06,piece
GoodFarm Butter,Dairy,9.52,liter
BrandA Water,Beverages,2.04,liter
BrandB Tea,Beverages,0.39,liter
BrandC Headphones,Electronics,152.74,piece
BrandC Lotion,Personal Care,2.83,piece
GoodFarm Grapes,Fruits,0.37,piece
BrandB Yogurt,Dairy,7.73,kg
EcoLife Tablet,Electronics,135.76,piece
GoodFarm Potato,Vegetables,0.71,kg
BrandC Croissant,Bakery,0.35,kg
NaturePlus Headphones,Electronics,184.74,piece
NaturePlus Lentils,Food,2.94,piece
EcoLife Chicken,Meat,24.13,kg
GoodFarm Grapes,Fruits,0.56,piece
BrandC Onion,Vegetables,1.33,piece
BrandB TV,Electronics,119.67,piece
NaturePlus Chicken,Meat,11.83,kg
NaturePlus Potato,Vegetables,1.64,piece
NaturePlus Beans,Food,2.91,pack
BrandA Banana,Fruits,0.59,piece
NaturePlus Soap,Personal Care,4.53,piece
GoodFarm Carrot,Vegetables,1.95,piece
BrandC Sweater,Clothing,7.26,piece
GoodFarm Turkey,Meat,7.35,kg
BrandC Banana,Fruits,1.17,piece
BrandC T-shirt,Clothing,6.3,piece
NaturePlus Beans,Food,2.33,kg
GoodFarm Mango,Fruits,1.34,piece
EcoLife Headphones,Electronics,162.91,piece
NaturePlus Toothpaste,Personal Care,3.6,piece
BrandB Phone,Electronics,82.85,piece
GoodFarm Cake,Bakery,1.83,kg
EcoLife Tomato,Vegetables,1.23,piece
EcoLife Deodorant,Personal Care,2.59,piece
BrandA Milk,Dairy,6.01,kg
BrandA Tomato,Vegetables,1.54,piece
BrandC Onion,Vegetables,1.92,piece
BrandB Tea,Beverages,1.18,liter
EcoLife Deodorant,Personal Care,2.52,piece
BrandB Chicken,Meat,17.1,kg
NaturePlus Phone,Electronics,71.03,piece
EcoLife Grapes,Fruits,0.78,kg
BrandB Bread,Bakery,3.38,kg
BrandB Bagel,Bakery,0.89,piece
NaturePlus Milk,Dairy,4.51,liter
BrandC Soap,Personal Care,3.48,piece
BrandB Laptop,Electronics,134.46,piece
GoodFarm Toothpaste,Personal Care,0.34,piece
BrandA Cake,Bakery,3.58,kg
GoodFarm Soap,Personal Care,1.46,piece
BrandB Bread,Bakery,0.36,kg
BrandB Mango,Fruits,0.43,kg
BrandA Carrot,Vegetables,0.2,kg
BrandA Tea,Beverages,1.67,liter
BrandA Pork,Meat,7.51,kg
GoodFarm Jeans,Clothing,10.83,piece
BrandA Potato,Vegetables,1.78,kg
EcoLife Onion,Vegetables,0.98,kg
NaturePlus Rice,Food,4.68,kg
BrandC Toothpaste,Personal Care,1.79,piece
BrandA Rice,Food,2.98,pack
BrandA Cheese,Dairy,4.37,kg
BrandC Butter,Dairy,7.44,kg
BrandA Banana,Fruits,0.41,piece
BrandA T-shirt,Clothing,4.36,piece
NaturePlus Spinach,Vegetables,0.68,piece
GoodFarm Toothpaste,Personal Care,1.03,piece
GoodFarm Rice,Food,4.3,kg
GoodFarm Lentils,Food,0.33,pack
BrandA Phone,Electronics,161.65,piece
BrandB Oats,Food,4.14,kg
BrandB T-shirt,Clothing,9.91,piece
EcoLife Chicken,Meat,19.48,kg
BrandB Lotion,Personal Care,4.29,piece
NaturePlus Deodorant,Personal Care,3.02,piece
EcoLife Lentils,Food,3.9,pack
BrandA Cream,Dairy,7.77,liter
BrandA Juice,Beverages,2.76,bottle
EcoLife Shirt,Clothing,12.48,piece
BrandC Sweater,Clothing,19.77,piece
GoodFarm Jeans,Clothing,2.12,piece
EcoLife Tomato,Vegetables,1.75,kg
BrandA T-shirt,Clothing,14.7,piece
BrandB Bagel,Bakery,2.28,kg
EcoLife Bagel,Bakery,0.83,piece
BrandC Cake,Bakery,1.5,kg
GoodFarm Croissant,Bakery,1.47,kg
BrandB Sweater,Clothing,16.97,piece
BrandC Orange,Fruits,1.22,piece
EcoLife Shirt,Clothing,12.6,piece
NaturePlus Oats,Food,0.58,kg
EcoLife Grapes,Fruits,0.42,kg
EcoLife Shampoo,Personal Care,0.45,piece
NaturePlus Orange,Fruits,0.31,kg
BrandB Pork,Meat,29.53,kg
BrandB Lamb,Meat,26.8,kg
NaturePlus Beans,Food,4.5,piece
GoodFarm Rice,Food,0.17,kg
GoodFarm Pork,Meat,14.71,kg
NaturePlus Deodorant,Personal Care,3.24,piece
BrandC Coffee,Beverages,2.32,bottle
BrandA Tea,Beverages,2.46,bottle
BrandA T-shirt,Clothing,16.69,piece
BrandB Pork,Meat,5.7,kg
EcoLife Beans,Food,4.92,piece
NaturePlus Beef,Meat,24.94,kg
EcoLife Pork,Meat,25.04,kg
BrandC Shirt,Clothing,17.98,piece
BrandC Beans,Food,3.3,pack
GoodFarm Tomato,Vegetables,1.98,kg
BrandC Chicken,Meat,29.4,kg
BrandB Laptop,Electronics,11.8,piece
NaturePlus Headphones,Electronics,188.64,piece
BrandC Cheese,Dairy,4.65,liter
BrandA Carrot,Vegetables,0.88,piece
BrandA Shampoo,Personal Care,2.2,piece
NaturePlus Shampoo,Personal Care,4.59,piece
EcoLife Coke,Beverages,0.59,bottle
BrandC Tea,Beverages,0.25,bottle
EcoLife Butter,Dairy,5.0,liter
EcoLife Cake,Bakery,4.04,piece
BrandB Toothpaste,Personal Care,0.69,piece
EcoLife Bagel,Bakery,2.07,kg
BrandA Orange,Fruits,1.7,kg
GoodFarm Yogurt,Dairy,3.64,liter
BrandC Shampoo,Personal Care,2.66,piece
NaturePlus Sweater,Clothing,14.98,piece
BrandC Soap,Personal Care,2.59,piece
BrandB TV,Electronics,27.51,piece
BrandA Apple,Fruits,0.78,piece
BrandC Muffin,Bakery,3.34,piece
BrandC Grapes,Fruits,0.48,piece
GoodFarm Juice,Beverages,2.29,bottle
GoodFarm Phone,Electronics,66.03,piece
BrandA Beef,Meat,22.46,kg
BrandB Chicken,Meat,17.36,kg
NaturePlus Tea,Beverages,2.42,bottle
BrandB Tablet,Electronics,12.02,piece
BrandB Milk,Dairy,0.95,liter
GoodFarm Grapes,Fruits,0.85,kg
EcoLife Butter,Dairy,2.15,liter
NaturePlus Yogurt,Dairy,4.57,kg
NaturePlus Beans,Food,3.5,kg
EcoLife Sweater,Clothing,4.41,piece
NaturePlus Beef,Meat,28.02,kg
BrandB Pasta,Food,4.99,piece
BrandC Toothpaste,Personal Care,1.47,piece
GoodFarm Croissant,Bakery,3.61,kg
GoodFarm Turkey,Meat,22.01,kg
EcoLife Butter,Dairy,7.22,liter
EcoLife Jacket,Clothing,13.83,piece
NaturePlus Jacket,Clothing,2.0,piece
EcoLife Carrot,Vegetables,1.83,piece
BrandA Potato,Vegetables,0.76,piece
BrandB Banana,Fruits,0.95,kg
GoodFarm Rice,Food,4.19,kg
EcoLife Oats,Food,4.01,pack
BrandA Phone,Electronics,152.84,piece
NaturePlus Coke,Beverages,1.09,bottle
BrandC Chicken,Meat,19.34,kg
BrandC Tea,Beverages,1.73,bottle
BrandA Turkey,Meat,16.87,kg
GoodFarm Jeans,Clothing,5.85,piece
BrandB Grapes,Fruits,1.74,piece
BrandB Rice,Food,4.81,pack
BrandC Toothpaste,Personal Care,0.59,piece
NaturePlus Deodorant,Personal Care,3.39,piece
BrandC Jacket,Clothing,18.7,piece
BrandB Tomato,Vegetables,1.57,piece
EcoLife Grapes,Fruits,0.99,kg
BrandC Shirt,Clothing,3.58,piece
NaturePlus TV,Electronics,163.46,piece
BrandB Orange,Fruits,1.26,piece
NaturePlus Butter,Dairy,7.42,liter
BrandB Beef,Meat,10.48,kg
BrandB Lotion,Personal Care,0.72,piece
BrandB Pasta,Food,1.45,pack
BrandA Coffee,Beverages,1.36,liter
GoodFarm Croissant,Bakery,2.38,kg
BrandB Jacket,Clothing,6.27,piece
NaturePlus Beans,Food,1.28,piece
EcoLife Pork,Meat,19.59,kg
BrandB Jeans,Clothing,2.08,piece
BrandA Onion,Vegetables,1.55,piece
BrandC Tea,Beverages,0.95,liter
BrandC Beef,Meat,22.65,kg
NaturePlus Bagel,Bakery,4.88,kg
BrandC Shampoo,Personal Care,2.44,piece
BrandC Cream,Dairy,7.64,kg
NaturePlus Beans,Food,4.58,piece
EcoLife Orange,Fruits,1.16,piece
BrandB Toothpaste,Personal Care,2.75,piece
GoodFarm Chicken,Meat,5.07,kg
BrandA T-shirt,Clothing,9.81,piece
GoodFarm Pasta,Food,1.26,pack
NaturePlus Butter,Dairy,4.28,liter
BrandB Carrot,Vegetables,0.11,kg
BrandB Coffee,Beverages,1.0,bottle
BrandA Oats,Food,0.68,piece
GoodFarm Coke,Beverages,1.47,liter
BrandC Apple,Fruits,0.18,kg
BrandA Tablet,Electronics,69.63,piece
EcoLife Yogurt,Dairy,9.44,kg
BrandB Laptop,Electronics,60.64,piece
NaturePlus Toothpaste,Personal Care,4.78,piece
EcoLife Soap,Personal Care,3.11,piece
BrandC Coke,Beverages,2.99,liter
BrandC Mango,Fruits,1.05,piece
BrandC Muffin,Bakery,4.07,kg
BrandC Soap,Personal Care,2.04,piece
NaturePlus Coke,Beverages,0.7,liter
BrandB Muffin,Bakery,1.73,kg
GoodFarm Bagel,Bakery,4.31,kg
BrandB Grapes,Fruits,1.91,piece
NaturePlus Carrot,Vegetables,0.97,kg
EcoLife T-shirt,Clothing,15.15,piece
BrandA Shirt,Clothing,7.6,piece
GoodFarm Beans,Food,2.25,kg
GoodFarm Spinach,Vegetables,1.4,kg
BrandA Headphones,Electronics,161.65,piece
NaturePlus Turkey,Meat,27.56,kg
NaturePlus Spinach,Vegetables,0.66,piece
BrandA Lotion,Personal Care,4.37,piece
EcoLife Spinach,Vegetables,0.13,kg
BrandC Onion,Vegetables,0.41,kg
GoodFarm Muffin,Bakery,1.16,kg
GoodFarm Rice,Food,2.63,pack
GoodFarm Bread,Bakery,4.94,piece
BrandC Shampoo,Personal Care,1.56,piece
BrandC Headphones,Electronics,34.2,piece
BrandB Pork,Meat,20.83,kg
NaturePlus Cheese,Dairy,9.1,liter
BrandA Toothpaste,Personal Care,3.79,piece
BrandB Apple,Fruits,0.92,piece
EcoLife Lamb,Meat,14.27,kg
BrandC Chicken,Meat,25.93,kg
BrandC Jacket,Clothing,12.76,piece
BrandB Tablet,Electronics,94.44,piece
BrandB Jacket,Clothing,18.06,piece
GoodFarm Mango,Fruits,1.31,kg
BrandB Lotion,Personal Care,2.82,piece
EcoLife Headphones,Electronics,70.69,piece
BrandB Deodorant,Personal Care,1.23,piece
EcoLife Yogurt,Dairy,1.8,kg
NaturePlus Soap,Personal Care,4.36,piece
BrandC Shirt,Clothing,17.59,piece
NaturePlus Onion,Vegetables,0.33,piece
BrandC Mango,Fruits,1.25,kg
BrandA Turkey,Meat,8.1,kg
NaturePlus Cream,Dairy,0.55,liter
NaturePlus Lotion,Personal Care,0.84,piece
BrandA Potato,Vegetables,1.68,kg
BrandB Spinach,Vegetables,0.21,kg
BrandB Phone,Electronics,31.15,piece
NaturePlus Soap,Personal Care,1.81,piece
GoodFarm Carrot,Vegetables,0.66,piece
NaturePlus Jacket,Clothing,4.76,piece
EcoLife Cheese,Dairy,3.55,kg
EcoLife Rice,Food,3.57,pack
BrandC Milk,Dairy,1.01,kg
BrandA Milk,Dairy,9.33,liter
BrandB Jeans,Clothing,3.48,piece
